Number: Data    Where                           Num. of occurrences
40: 0840 0000    sample_course_data_12          9
40: 4840 0000    sample_course_data_12_sub      1
40: 0840 0000    sample_course_data_12_sub      7
40: 0840 0000    sample_course_data_33          1
40: 5840 0000    sample_course_data_56          1
40: 1840 0000    sample_course_data_56          1
40: 0840 0000    sample_course_data_62          7
40: 0840 0000    sample_course_data_88_sub      6
40: 0840 0000    tutorial_course_data_05        3
41: 0844 0000    sample_course_data_12_sub      6
41: 4c44 0000    sample_course_data_30          1
41: 5840 0000    sample_course_data_56          1
41: 1840 0000    sample_course_data_56          1
41: 0840 0000    tutorial_course_data_05        2
42: 28c0 0000    sample_course_data_09          1
42: 0840 0000    sample_course_data_09          1
42: 0840 0000    sample_course_data_09_sub      1
42: 0840 0000    sample_course_data_09_sub_v32  1
42: 28c0 0000    sample_course_data_09_v32      1
42: 0840 0000    sample_course_data_09_v32      1
42: 28c0 0000    sample_course_data_47          2
42: 0840 0000    sample_course_data_47          1
42: 08c0 0000    sample_course_data_47          4
42: 28c0 0000    sample_course_data_48          1
42: 0840 0000    sample_course_data_48          1
42: 08c0 0000    sample_course_data_92_sub      1
42: 0840 0000    tutorial_course_data_06        1
43: 0840 0000    sample_course_data_09          10
43: 0840 0000    sample_course_data_09_v32      10
43: 0840 0000    sample_course_data_14          53
43: 0840 0000    sample_course_data_14_sub      45
43: 0840 0000    sample_course_data_48          91
43: 0840 0000    sample_course_data_49          175
43: 0840 0000    sample_course_data_55          30
43: 0840 0000    sample_course_data_88          46
43: 0840 0000    tutorial_course_data_02        21
43: 0840 0000    tutorial_course_data_06        5
45: 0865 0000    sample_course_data_03          1
45: 4844 0000    sample_course_data_03          7
45: 4865 0000    sample_course_data_03          2
45: 1844 0000    sample_course_data_03_sub      11
45: 0844 0000    sample_course_data_03_sub      1
45: 0840 0000    sample_course_data_08_sub      1
45: 0844 0000    sample_course_data_08_sub      1
45: 0840 0000    sample_course_data_08_sub_v32  1
45: 0844 0000    sample_course_data_08_sub_v32  1
45: 0841 0000    sample_course_data_09_sub      1
45: 0845 0000    sample_course_data_09_sub      1
45: 4845 0000    sample_course_data_09_sub      1
45: 0841 0000    sample_course_data_09_sub_v32  1
45: 0845 0000    sample_course_data_09_sub_v32  1
45: 4845 0000    sample_course_data_09_sub_v32  1
45: 0840 0000    sample_course_data_14          1
45: 0c40 0000    sample_course_data_50          1
45: 5840 0000    sample_course_data_56          1
45: 1840 0000    sample_course_data_56          1
45: 5844 0000    sample_course_data_56          1
45: 1844 0000    sample_course_data_56          1
45: 4840 0000    sample_course_data_96          1
45: 4840 0000    sample_course_data_96_sub      1
45: 0842 0000    sample_course_data_96_sub      1
45: 0840 0000    sample_course_data_96_sub      3
45: 0840 0000    tutorial_course_data_06        1
46: 0840 0000    sample_course_data_02          7
46: 1840 0000    sample_course_data_09          7
46: 0840 0000    sample_course_data_09          2
46: 1840 0000    sample_course_data_09_sub      2
46: 1840 0000    sample_course_data_09_sub_v32  2
46: 1840 0000    sample_course_data_09_v32      7
46: 0840 0000    sample_course_data_09_v32      2
46: 5840 0000    sample_course_data_29          1
46: 0840 0000    sample_course_data_41          2
46: 4840 0000    sample_course_data_55          1
46: 1840 0000    sample_course_data_55          17
46: 5842 0000    sample_course_data_55          1
46: 0840 0000    sample_course_data_55          5
46: 5840 0000    sample_course_data_55          5
46: 5840 0000    sample_course_data_56          1
46: 1840 0000    sample_course_data_56          1
46: 4842 0000    sample_course_data_80          4
46: 0840 0000    sample_course_data_80          13
46: 4840 0000    sample_course_data_84          1
46: 0840 0000    sample_course_data_84          5
46: 0840 0000    tutorial_course_data_05        3
47: 1840 0000    sample_course_data_12          2
47: 0840 0000    sample_course_data_12          3
47: 4844 0000    sample_course_data_12          1
47: 0840 0000    sample_course_data_12_sub      25
47: 0840 0000    sample_course_data_14          1
47: 0840 0000    sample_course_data_24          3
47: 0840 0000    sample_course_data_84          12
47: 0840 0000    sample_course_data_93          10
47: 0840 0000    tutorial_course_data_04        6
48: 5840 0000    sample_course_data_08_sub      1
48: 5840 0000    sample_course_data_08_sub_v32  1
48: 4842 0000    sample_course_data_12_sub      1
48: 0840 0000    sample_course_data_14_sub      3
48: 5840 0000    sample_course_data_56          1
48: 1840 0000    sample_course_data_56          1
48: 0840 0000    sample_course_data_69_sub      3
48: 0840 0000    tutorial_course_data_02        2
49: 0840 0000    sample_course_data_01          1
49: 0840 0000    sample_course_data_01_corrupt  1
49: 0840 0000    sample_course_data_02          1
49: 0840 0000    sample_course_data_03          1
49: 0840 0000    sample_course_data_08          1
49: 0840 0000    sample_course_data_08_v32      1
49: 0840 0000    sample_course_data_09          1
49: 0840 0000    sample_course_data_09_v32      1
49: 0840 0000    sample_course_data_10          1
49: 0840 0000    sample_course_data_11          1
49: 0840 0000    sample_course_data_12          1
49: 0840 0000    sample_course_data_14          1
49: 0840 0000    sample_course_data_15          1
49: 0840 0000    sample_course_data_19          1
49: 0840 0000    sample_course_data_21          1
49: 0840 0000    sample_course_data_24          1
49: 0840 0000    sample_course_data_28          1
49: 0840 0000    sample_course_data_29          1
49: 0840 0000    sample_course_data_30          1
49: 0840 0000    sample_course_data_31          1
49: 0840 0000    sample_course_data_32          1
49: 0840 0000    sample_course_data_33          1
49: 0840 0000    sample_course_data_35          1
49: 0840 0000    sample_course_data_36          1
49: 0840 0000    sample_course_data_37          1
49: 0840 0000    sample_course_data_38          1
49: 0840 0000    sample_course_data_39          1
49: 0840 0000    sample_course_data_41          1
49: 0840 0000    sample_course_data_42          1
49: 0840 0000    sample_course_data_47          1
49: 0840 0000    sample_course_data_48          1
49: 0840 0000    sample_course_data_49          1
49: 0840 0000    sample_course_data_50          1
49: 0840 0000    sample_course_data_51          1
49: 0840 0000    sample_course_data_52          1
49: 0840 0000    sample_course_data_55          1
49: 0840 0000    sample_course_data_56          1
49: 0840 0000    sample_course_data_57          1
49: 0840 0000    sample_course_data_58          1
49: 0840 0000    sample_course_data_62          1
49: 0840 0000    sample_course_data_63          1
49: 0840 0000    sample_course_data_65          1
49: 0840 0000    sample_course_data_66          1
49: 0840 0000    sample_course_data_68          1
49: 0840 0000    sample_course_data_69          1
49: 0840 0000    sample_course_data_71          1
49: 0840 0000    sample_course_data_72          1
49: 0840 0000    sample_course_data_74          1
49: 0840 0000    sample_course_data_75          1
49: 0840 0000    sample_course_data_77          1
49: 0840 0000    sample_course_data_79          1
49: 0840 0000    sample_course_data_80          1
49: 0840 0000    sample_course_data_82          1
49: 0840 0000    sample_course_data_84          1
49: 0840 0000    sample_course_data_88          1
49: 0840 0000    sample_course_data_90          1
49: 0840 0000    sample_course_data_92          1
49: 0840 0000    sample_course_data_93          1
49: 0840 0000    sample_course_data_95          1
49: 0840 0000    sample_course_data_96          1
49: 0840 0000    sample_course_data_97          1
49: 0840 0000    sample_course_data_98          1
49: 0840 0000    sample_course_data_99          1
49: 0840 0000    tutorial_course_data_00        1
49: 0840 0000    tutorial_course_data_01        1
49: 0840 0000    tutorial_course_data_02        1
49: 0840 0000    tutorial_course_data_03        1
49: 0840 0000    tutorial_course_data_04        1
49: 0840 0000    tutorial_course_data_05        1
49: 0840 0000    tutorial_course_data_06        1
49: 0840 0000    tutorial_course_data_07        1
49: 0840 0000    tutorial_course_data_08        1
52: 4840 0000    sample_course_data_09_sub      2
52: 4840 0000    sample_course_data_09_sub_v32  2
52: 0840 0000    sample_course_data_12          5
52: 5840 0000    sample_course_data_29          1
52: 5840 0000    sample_course_data_56          1
52: 1840 0000    sample_course_data_56          1
52: 1840 0000    sample_course_data_65          1
52: 4840 0000    sample_course_data_66          2
52: 0840 0000    sample_course_data_66          8
52: 0840 0000    tutorial_course_data_06        1
53: 0840 0000    sample_course_data_03          5
53: 084c 0000    sample_course_data_08_sub      5
53: 0840 0000    sample_course_data_08_sub      13
53: 084c 0000    sample_course_data_08_sub_v32  5
53: 0840 0000    sample_course_data_08_sub_v32  13
53: 0848 0000    sample_course_data_11          1
53: 084c 0000    sample_course_data_14          1
53: 0840 0000    sample_course_data_14          4
53: 0844 0000    sample_course_data_14          14
53: 0840 0000    sample_course_data_31          2
53: 084c 0000    sample_course_data_33          1
53: 0848 0000    sample_course_data_33          3
53: 0840 0000    sample_course_data_33          7
53: 0840 0000    sample_course_data_37          6
53: 0840 0000    sample_course_data_42          2
53: 0848 0000    sample_course_data_42          8
53: 0844 0000    sample_course_data_42          1
53: 0848 0000    sample_course_data_65          3
53: 0848 0000    sample_course_data_80          2
53: 0848 0000    tutorial_course_data_07        8
53: 0840 0000    tutorial_course_data_07        1
54: 0840 0000    sample_course_data_01          2
54: 0840 0000    sample_course_data_01_corrupt  2
54: 0850 0000    sample_course_data_08_sub      21
54: 0850 0000    sample_course_data_08_sub_v32  21
54: 0850 0000    sample_course_data_09          3
54: 0848 0000    sample_course_data_09          2
54: 0854 0000    sample_course_data_09          3
54: 0858 0000    sample_course_data_09          2
54: 0840 0000    sample_course_data_09          3
54: 0844 0000    sample_course_data_09          3
54: 0850 0000    sample_course_data_09_v32      3
54: 0848 0000    sample_course_data_09_v32      2
54: 0854 0000    sample_course_data_09_v32      3
54: 0858 0000    sample_course_data_09_v32      2
54: 0840 0000    sample_course_data_09_v32      3
54: 0844 0000    sample_course_data_09_v32      3
54: 0854 0000    sample_course_data_24          5
54: 0858 0000    sample_course_data_24          1
54: 0840 0000    sample_course_data_24          4
54: 084c 0000    sample_course_data_33          1
54: 0848 0000    sample_course_data_33          1
54: 085c 0000    sample_course_data_33          1
54: 0844 0000    sample_course_data_33          1
54: 0848 0000    sample_course_data_92          12
54: 0850 0000    tutorial_course_data_04        2
54: 0848 0000    tutorial_course_data_04        1
54: 0840 0000    tutorial_course_data_04        1
55: 0840 0000    sample_course_data_01          8
55: 0840 0000    sample_course_data_01_corrupt  8
55: 0840 0000    sample_course_data_12          8
55: 0840 0000    sample_course_data_12_sub      8
55: 0840 0000    sample_course_data_14          6
55: 0840 0000    sample_course_data_24          4
55: 0840 0000    sample_course_data_51          4
55: 0840 0000    sample_course_data_63          2
55: 0840 0000    sample_course_data_84          6
55: 0840 0000    sample_course_data_95          6
55: 0840 0000    tutorial_course_data_05        2
56: 4865 0000    sample_course_data_09_sub      1
56: 4861 0000    sample_course_data_09_sub      1
56: 4865 0000    sample_course_data_09_sub_v32  1
56: 4861 0000    sample_course_data_09_sub_v32  1
56: 4840 0000    sample_course_data_14_sub      10
56: 0840 0000    sample_course_data_14_sub      18
56: 0844 0000    sample_course_data_69          2
56: 0840 0000    sample_course_data_80          2
56: 0844 0000    sample_course_data_80          2
56: 0840 0000    tutorial_course_data_02        6
56: 0844 0000    tutorial_course_data_02        1
57: 0840 0000    sample_course_data_19          19
57: 0840 0000    sample_course_data_33          1
57: 0842 0000    sample_course_data_77          7
57: 0840 0000    sample_course_data_96          24
57: 0840 0000    sample_course_data_96_sub      19
57: 0840 0000    tutorial_course_data_06        17
58: 0840 0000    sample_course_data_01          1
58: 0840 0000    sample_course_data_01_corrupt  1
58: 4840 0000    sample_course_data_09          1
58: 4840 0000    sample_course_data_09_v32      1
58: 0840 0000    sample_course_data_12          1
58: 5840 0000    sample_course_data_29          1
58: 0844 0000    sample_course_data_33          2
58: 5840 0000    sample_course_data_56          1
58: 1840 0000    sample_course_data_56          1
58: 5844 0000    sample_course_data_56          1
58: 1844 0000    sample_course_data_56          1
58: 4842 0000    sample_course_data_92          4
58: 0842 0000    sample_course_data_92          5
58: 0844 0000    sample_course_data_99          10
58: 0840 0000    tutorial_course_data_04        3
59: 0840 0091    sample_course_data_09          2
59: 08c0 0073    sample_course_data_09          1
59: 0840 00ff    sample_course_data_09          4
59: 08c0 0091    sample_course_data_09          1
59: 0840 0091    sample_course_data_09_v32      2
59: 08c0 0073    sample_course_data_09_v32      1
59: 0840 00ff    sample_course_data_09_v32      4
59: 08c0 0091    sample_course_data_09_v32      1
59: 08c0 00ff    sample_course_data_10          1
59: 08c0 0070    sample_course_data_10          2
59: 0840 00ff    sample_course_data_10          2
59: 0840 0090    sample_course_data_10          4
59: 08c0 00ff    sample_course_data_11          1
59: 0840 00ff    sample_course_data_11          5
59: 0840 0073    sample_course_data_11          1
59: 08c0 0070    sample_course_data_12          1
59: 0840 0070    sample_course_data_12          1
59: 0840 00ff    sample_course_data_12          1
59: 0840 0090    sample_course_data_12          4
59: 08c0 0090    sample_course_data_12          1
59: 0840 0091    sample_course_data_12_sub      7
59: 08c0 0073    sample_course_data_12_sub      1
59: 08c0 0091    sample_course_data_12_sub      1
59: 08c0 0083    sample_course_data_12_sub      3
59: 08c0 0070    sample_course_data_14          1
59: 0840 0080    sample_course_data_14          1
59: 0840 0090    sample_course_data_14          14
59: 0840 0083    sample_course_data_14          1
59: 0840 0070    sample_course_data_14          2
59: 0840 00ff    sample_course_data_14          2
59: 08c0 0090    sample_course_data_14          3
59: 0840 0091    sample_course_data_14_sub      1
59: 08c0 00ff    sample_course_data_14_sub      2
59: 08c0 0073    sample_course_data_14_sub      1
59: 0840 00ff    sample_course_data_14_sub      4
59: 08c0 0091    sample_course_data_14_sub      1
59: 0840 0091    sample_course_data_24          8
59: 0840 0080    sample_course_data_24          1
59: 0840 0097    sample_course_data_24          1
59: 08c0 0070    sample_course_data_24          1
59: 08c0 0090    sample_course_data_24          5
59: 0840 009d    sample_course_data_24          1
59: 0840 0093    sample_course_data_24          4
59: 0840 0094    sample_course_data_24          1
59: 0840 0090    sample_course_data_24          34
59: 0840 0083    sample_course_data_24          2
59: 0840 00a5    sample_course_data_24          1
59: 0840 0070    sample_course_data_24          1
59: 0840 00ff    sample_course_data_24          1
59: 0840 0095    sample_course_data_24          1
59: 08c0 0093    sample_course_data_30          5
59: 08c0 0076    sample_course_data_30          1
59: 08c0 00ff    sample_course_data_33          1
59: 0840 00a6    sample_course_data_33          2
59: 0840 0094    sample_course_data_33          1
59: 0840 0090    sample_course_data_33          6
59: 0840 009e    sample_course_data_33          1
59: 0840 00ff    sample_course_data_33          4
59: 0840 00a2    sample_course_data_33          1
59: 08c0 0090    sample_course_data_33          4
59: 0840 009d    sample_course_data_33          1
59: 08c0 0073    sample_course_data_37          6
59: 08c0 00ff    sample_course_data_41          4
59: 0840 0091    sample_course_data_41          4
59: 0840 0094    sample_course_data_41          2
59: 0840 0095    sample_course_data_41          1
59: 0840 00ff    sample_course_data_41          21
59: 08c0 0090    sample_course_data_41          3
59: 0840 0090    sample_course_data_41          13
59: 0840 0070    sample_course_data_49          1
59: 0840 0090    sample_course_data_49          4
59: 08c0 0090    sample_course_data_49          1
59: 08c0 00ff    sample_course_data_50          3
59: 0840 0098    sample_course_data_50          1
59: 0840 0092    sample_course_data_50          3
59: 0840 0054    sample_course_data_50          1
59: 08c0 0090    sample_course_data_50          1
59: 0840 0093    sample_course_data_50          4
59: 08c0 009d    sample_course_data_50          1
59: 08c0 009e    sample_course_data_50          1
59: 0840 0055    sample_course_data_50          3
59: 0840 0090    sample_course_data_50          22
59: 0840 00a5    sample_course_data_50          3
59: 0840 0091    sample_course_data_50          2
59: 0840 009e    sample_course_data_50          3
59: 0840 009f    sample_course_data_50          1
59: 0840 00a6    sample_course_data_50          3
59: 0840 0065    sample_course_data_50          1
59: 0840 00a2    sample_course_data_50          1
59: 08c0 0070    sample_course_data_50          1
59: 0840 009d    sample_course_data_50          2
59: 0840 009b    sample_course_data_50          1
59: 08c0 0073    sample_course_data_50          2
59: 0840 00ff    sample_course_data_50          14
59: 0840 0070    sample_course_data_68          1
59: 0840 0090    sample_course_data_68          27
59: 08c0 0090    sample_course_data_68          1
59: 08c0 00ff    sample_course_data_74_sub      8
59: 08c0 0097    sample_course_data_74_sub      1
59: 08c0 0094    sample_course_data_74_sub      2
59: 08c0 0091    sample_course_data_74_sub      2
59: 08c0 0095    sample_course_data_74_sub      2
59: 08c0 0090    sample_course_data_74_sub      9
59: 08c0 0076    sample_course_data_80          1
59: 0840 0098    sample_course_data_80          2
59: 0840 0092    sample_course_data_80          1
59: 0840 0054    sample_course_data_80          2
59: 0840 0076    sample_course_data_80          3
59: 08c0 0090    sample_course_data_80          1
59: 0840 0093    sample_course_data_80          9
59: 0840 00a6    sample_course_data_80          6
59: 0840 0090    sample_course_data_80          29
59: 0840 0083    sample_course_data_80          1
59: 0840 00a5    sample_course_data_80          2
59: 0840 0070    sample_course_data_80          1
59: 0840 0099    sample_course_data_80          1
59: 0840 0091    sample_course_data_80          6
59: 0840 009e    sample_course_data_80          3
59: 0840 009f    sample_course_data_80          3
59: 0840 00ff    sample_course_data_80          29
59: 0840 009a    sample_course_data_80          2
59: 0840 00a3    sample_course_data_80          2
59: 0840 00a2    sample_course_data_80          3
59: 0840 0084    sample_course_data_80          1
59: 08c0 0070    sample_course_data_80          1
59: 0840 009d    sample_course_data_80          4
59: 0840 009b    sample_course_data_80          2
59: 0840 0094    sample_course_data_80          4
59: 0840 0095    sample_course_data_80          2
59: 0840 0086    sample_course_data_80          1
59: 0840 0073    sample_course_data_80          1
59: 0840 009c    sample_course_data_80          6
59: 08c0 00ff    sample_course_data_82_sub      1
59: 0840 0091    sample_course_data_82_sub      1
59: 0840 0090    sample_course_data_82_sub      1
59: 08c0 0090    sample_course_data_82_sub      1
59: 08c0 0070    sample_course_data_90          1
59: 0840 0093    sample_course_data_90          11
59: 0840 0092    sample_course_data_90          5
59: 0840 0080    sample_course_data_90          5
59: 0840 0090    sample_course_data_90          37
59: 0840 00a6    sample_course_data_90          1
59: 0840 00a5    sample_course_data_90          7
59: 0840 009e    sample_course_data_90          1
59: 08c0 0090    sample_course_data_90          4
59: 0840 009d    sample_course_data_90          4
59: 08c0 00ff    sample_course_data_95_sub      2
59: 0840 00ff    sample_course_data_95_sub      8
59: 0840 0073    sample_course_data_95_sub      2
59: 0840 0091    sample_course_data_98          2
59: 0840 0097    sample_course_data_98          1
59: 0840 0094    sample_course_data_98          1
59: 0840 0095    sample_course_data_98          1
59: 0840 00ff    sample_course_data_98          1
59: 08c0 0090    sample_course_data_98          1
59: 0840 0090    sample_course_data_98          3
59: 0840 0091    tutorial_course_data_07        21
59: 08c0 00ff    tutorial_course_data_07        8
59: 0840 0096    tutorial_course_data_07        1
59: 0840 00ff    tutorial_course_data_07        25
59: 0840 0097    tutorial_course_data_07        1
59: 08c0 0090    tutorial_course_data_07        2
59: 0840 009d    tutorial_course_data_07        1
59: 0840 0093    tutorial_course_data_07        2
59: 08c0 0073    tutorial_course_data_07        2
59: 0840 0090    tutorial_course_data_07        21
59: 0840 0094    tutorial_course_data_07        2
59: 0840 00a5    tutorial_course_data_07        1
59: 0840 0082    tutorial_course_data_07        1
59: 0840 0073    tutorial_course_data_07        7
59: 08c0 0091    tutorial_course_data_07        3
59: 0840 0095    tutorial_course_data_07        1
60: 0840 0000    sample_course_data_09          46
60: 0840 0000    sample_course_data_09_v32      46
60: 0840 0000    sample_course_data_14          4
60: 0840 0000    sample_course_data_24          3
60: 0801 0000    sample_course_data_33          1
60: 4842 0000    sample_course_data_36          9
60: 0842 0000    sample_course_data_36          27
60: 4840 0000    sample_course_data_38          3
60: 0840 0000    sample_course_data_38          12
60: 0c40 0000    sample_course_data_50          6
60: 0840 0000    sample_course_data_69          1
60: 0840 0000    tutorial_course_data_03        3
61: 0840 0000    sample_course_data_01          1
61: 0840 0000    sample_course_data_01_corrupt  1
61: 4c40 0000    sample_course_data_09          2
61: 4c40 0000    sample_course_data_09_v32      2
61: 4840 0000    sample_course_data_10          2
61: 4c44 0000    sample_course_data_10          3
61: 4a40 0000    sample_course_data_47          1
61: 4840 0000    sample_course_data_52          1
61: 5840 0000    sample_course_data_52          7
61: 5844 0000    sample_course_data_56          1
61: 1844 0000    sample_course_data_56          1
61: 4840 0000    sample_course_data_74          4
61: 0840 0000    sample_course_data_74          1
61: 4844 0000    sample_course_data_75_sub      1
61: 0844 0000    sample_course_data_75_sub      3
61: 0840 0000    tutorial_course_data_08        4
62: 5844 0000    sample_course_data_09_sub      2
62: 5844 0000    sample_course_data_09_sub_v32  2
62: 5840 0000    sample_course_data_12_sub      3
62: 5840 0000    sample_course_data_14          1
62: 4840 0000    sample_course_data_24          1
62: 5840 0000    sample_course_data_29          1
62: 4a44 0000    sample_course_data_48          1
62: 4c42 0000    sample_course_data_50          1
62: 5840 0000    sample_course_data_56          1
62: 1840 0000    sample_course_data_56          1
62: 4840 0000    sample_course_data_57          3
62: 0840 0000    sample_course_data_63          1
62: 1840 0000    sample_course_data_65          3
62: 0840 0000    sample_course_data_69          1
62: 0a44 0000    sample_course_data_92_sub      1
62: 4844 0000    sample_course_data_93_sub      1
62: 0840 0000    sample_course_data_98          1
62: 0840 0000    tutorial_course_data_03        1
63: 0840 0000    sample_course_data_01          8
63: 0840 0000    sample_course_data_01_corrupt  8
63: 0840 0000    sample_course_data_08_sub      47
63: 0840 0000    sample_course_data_08_sub_v32  47
63: 0840 0000    sample_course_data_09_sub      258
63: 0840 0000    sample_course_data_09_sub_v32  258
63: 0c40 0000    sample_course_data_12          2
63: 0840 0000    sample_course_data_12_sub      8
63: 0840 0000    sample_course_data_14          15
63: 0840 0000    sample_course_data_79          92
63: 0840 0000    sample_course_data_79_sub      170
63: 0840 0000    tutorial_course_data_08_sub    61
64: 0840 007f    sample_course_data_08_sub      8
64: 0840 007f    sample_course_data_08_sub_v32  8
64: 0840 007f    sample_course_data_09          2
64: 0840 007f    sample_course_data_09_sub      5
64: 0840 007f    sample_course_data_09_sub_v32  5
64: 0840 007f    sample_course_data_09_v32      2
66: 0840 0000    sample_course_data_08_sub      6
66: 0840 0000    sample_course_data_08_sub_v32  6
66: 0840 0000    sample_course_data_09          1
66: 0840 0000    sample_course_data_09_sub      3
66: 0840 0000    sample_course_data_09_sub_v32  3
66: 0840 0000    sample_course_data_09_v32      1
66: 0840 0000    sample_course_data_11          3
66: 0840 0000    sample_course_data_11_sub      1
66: 0840 0000    sample_course_data_12          6
66: 0840 0000    sample_course_data_12_sub      14
66: 0840 0000    sample_course_data_14          19
66: 0840 0000    sample_course_data_14_sub      5
66: 0840 0000    sample_course_data_33          2
66: 0840 0000    sample_course_data_48          8
66: 0840 0000    sample_course_data_51          2
66: 0840 0000    sample_course_data_88          1
66: 0840 0000    sample_course_data_88_sub      2
66: 0840 0000    sample_course_data_90          1
66: 0840 0000    sample_course_data_92          1
66: 0840 0000    sample_course_data_93          1
66: 0840 0000    sample_course_data_99          1
66: 0840 0000    tutorial_course_data_06        6
66: 0840 0000    tutorial_course_data_08_sub    1
67: 0840 0000    sample_course_data_12_sub      1
67: 0840 0000    sample_course_data_14          36
67: 0840 0000    sample_course_data_33          2
67: 0840 0000    tutorial_course_data_08        6
68: 0840 0000    sample_course_data_08_sub      10
68: 0840 0000    sample_course_data_08_sub_v32  10
68: 0840 0000    sample_course_data_09_sub      12
68: 0840 0000    sample_course_data_09_sub_v32  12
68: 0c40 0000    sample_course_data_12_sub      3
68: 0840 0000    sample_course_data_12_sub      6
68: 0840 0000    sample_course_data_14          3
68: 0c40 0000    sample_course_data_14_sub      4
68: 0840 0000    sample_course_data_14_sub      21
68: 0c40 0000    sample_course_data_24          6
68: 0840 0000    sample_course_data_80          5
68: 0c40 0000    sample_course_data_90          2
68: 0840 0000    sample_course_data_90          11
68: 0c40 0000    tutorial_course_data_07        8
68: 0840 0000    tutorial_course_data_07        3
69: 0840 0000    sample_course_data_01          1
69: 0840 0000    sample_course_data_01_corrupt  1
69: 0840 0000    sample_course_data_02          1
69: 0840 0000    sample_course_data_03          1
69: 0840 0000    sample_course_data_08          1
69: 0840 0000    sample_course_data_08_v32      1
69: 0840 0000    sample_course_data_09          1
69: 0840 0000    sample_course_data_09_v32      1
69: 0840 0000    sample_course_data_10          1
69: 0840 0000    sample_course_data_11          1
69: 0840 0000    sample_course_data_12          1
69: 0840 0000    sample_course_data_14          1
69: 0840 0000    sample_course_data_15          1
69: 0840 0000    sample_course_data_19          1
69: 0840 0000    sample_course_data_21          1
69: 0840 0000    sample_course_data_24          1
69: 0840 0000    sample_course_data_28          1
69: 0840 0000    sample_course_data_29          1
69: 0840 0000    sample_course_data_30          1
69: 0840 0000    sample_course_data_31          1
69: 0840 0000    sample_course_data_32          1
69: 0840 0000    sample_course_data_33          1
69: 0840 0000    sample_course_data_35          1
69: 0840 0000    sample_course_data_36          1
69: 0840 0000    sample_course_data_37          1
69: 0840 0000    sample_course_data_38          1
69: 0840 0000    sample_course_data_39          1
69: 0840 0000    sample_course_data_41          1
69: 0840 0000    sample_course_data_42          1
69: 0840 0000    sample_course_data_47          1
69: 0840 0000    sample_course_data_48          1
69: 0840 0000    sample_course_data_49          1
69: 0840 0000    sample_course_data_50          1
69: 0840 0000    sample_course_data_51          1
69: 0840 0000    sample_course_data_52          1
69: 0840 0000    sample_course_data_55          1
69: 0840 0000    sample_course_data_56          1
69: 0840 0000    sample_course_data_57          1
69: 0840 0000    sample_course_data_58          1
69: 0840 0000    sample_course_data_62          1
69: 0840 0000    sample_course_data_63          1
69: 0840 0000    sample_course_data_65          1
69: 0840 0000    sample_course_data_66          1
69: 0840 0000    sample_course_data_68          1
69: 0840 0000    sample_course_data_69          1
69: 0840 0000    sample_course_data_71          1
69: 0840 0000    sample_course_data_72          1
69: 0840 0000    sample_course_data_74          1
69: 0840 0000    sample_course_data_75          1
69: 0840 0000    sample_course_data_77          1
69: 0840 0000    sample_course_data_79          1
69: 0840 0000    sample_course_data_80          1
69: 0840 0000    sample_course_data_82          1
69: 0840 0000    sample_course_data_84          1
69: 0840 0000    sample_course_data_88          1
69: 0840 0000    sample_course_data_90          1
69: 0840 0000    sample_course_data_92          1
69: 0840 0000    sample_course_data_93          1
69: 0840 0000    sample_course_data_95          1
69: 0840 0000    sample_course_data_96          1
69: 0840 0000    sample_course_data_97          1
69: 0840 0000    sample_course_data_98          1
69: 0840 0000    sample_course_data_99          1
69: 0840 0000    tutorial_course_data_00        1
69: 0840 0000    tutorial_course_data_01        1
69: 0840 0000    tutorial_course_data_02        1
69: 0840 0000    tutorial_course_data_03        1
69: 0840 0000    tutorial_course_data_04        1
69: 0840 0000    tutorial_course_data_05        1
69: 0840 0000    tutorial_course_data_06        1
69: 0840 0000    tutorial_course_data_07        1
69: 0840 0000    tutorial_course_data_08        1
[Finished in 1.2s]
